Name,Email,Country,Hours_Studied,Marks,Attendance_%,Assignments_Score,Final_Grade
Student_2317,student2317@example.com,Germany,4.33,36.29,86.06,51.28,D
Student_2318,student2318@example.com,Brazil,5.26,92.35,87.39,84.33,A
Student_2319,student2319@example.com,Germany,7.85,61.66,63.04,54.47,D
Student_2320,student2320@example.com,Australia,7.42,60.15,95.64,43.83,A
Student_2321,student2321@example.com,Japan,7.56,94.02,86.66,61.47,D
Student_2322,student2322@example.com,UK,5.08,38.58,99.96,49.83,C
Student_2323,student2323@example.com,Canada,6.45,92.75,89.38,79.26,D
Student_2324,student2324@example.com,Japan,3.99,67.94,89.93,78.82,C
Student_2325,student2325@example.com,Japan,7.0,31.24,81.11,92.74,A
Student_2326,student2326@example.com,UK,7.66,66.4,83.58,70.82,D
Student_2327,student2327@example.com,UK,9.68,40.28,69.08,51.38,D
Student_2328,student2328@example.com,Canada,4.61,95.58,71.65,48.7,D
Student_2329,student2329@example.com,Australia,9.78,55.01,79.28,81.03,D
Student_2330,student2330@example.com,Canada,3.51,55.05,66.96,54.84,D
Student_2331,student2331@example.com,UK,5.73,41.77,90.57,55.01,D
Student_2332,student2332@example.com,Germany,3.0,97.81,91.87,47.55,C
Student_2333,student2333@example.com,UK,3.47,76.74,72.82,58.2,D
Student_2334,student2334@example.com,UK,1.84,64.43,65.71,47.16,A
Student_2335,student2335@example.com,Germany,2.76,73.73,94.4,71.99,B
Student_2336,student2336@example.com,Brazil,7.84,60.35,66.36,40.24,B
Student_2337,student2337@example.com,Japan,6.22,78.11,80.39,48.89,A
Student_2338,student2338@example.com,Germany,4.3,55.66,96.48,50.82,A
Student_2339,student2339@example.com,UK,2.35,72.53,86.91,80.83,C
Student_2340,student2340@example.com,Canada,6.82,58.83,69.59,97.75,D
Student_2341,student2341@example.com,Japan,1.22,71.91,88.77,78.74,B
Student_2342,student2342@example.com,Australia,2.14,82.12,69.32,66.5,D
Student_2343,student2343@example.com,Brazil,8.19,38.97,60.8,69.17,A
Student_2344,student2344@example.com,India,7.93,51.7,65.77,69.2,D
Student_2345,student2345@example.com,Australia,3.91,63.99,62.53,94.14,B
Student_2346,student2346@example.com,India,8.77,46.38,73.64,41.32,C
Student_2347,student2347@example.com,Australia,5.52,96.58,98.8,69.61,C
Student_2348,student2348@example.com,Japan,3.1,40.03,58.46,96.14,C
Student_2349,student2349@example.com,India,3.16,81.15,70.03,44.98,C
Student_2350,student2350@example.com,Australia,7.52,68.71,98.11,75.33,C
Student_2351,student2351@example.com,Australia,7.73,64.97,50.83,47.99,D
Student_2352,student2352@example.com,Germany,6.21,45.59,87.94,49.96,B
Student_2353,student2353@example.com,Australia,7.06,96.93,59.32,65.39,A
Student_2354,student2354@example.com,Australia,3.81,62.68,92.97,74.62,A
Student_2355,student2355@example.com,USA,9.16,33.88,98.57,41.84,C
Student_2356,student2356@example.com,Japan,9.89,92.0,63.49,69.57,B
Student_2357,student2357@example.com,Japan,1.68,45.31,77.55,79.35,C
Student_2358,student2358@example.com,India,8.02,93.71,65.99,61.97,C
Student_2359,student2359@example.com,Japan,7.84,36.46,72.82,71.72,B
Student_2360,student2360@example.com,Japan,5.99,62.1,97.09,54.71,C
Student_2361,student2361@example.com,Australia,5.89,42.45,76.46,91.46,D
Student_2362,student2362@example.com,Australia,9.29,74.22,75.25,97.36,C
Student_2363,student2363@example.com,USA,3.69,78.46,60.76,45.7,D
Student_2364,student2364@example.com,USA,2.57,39.33,95.42,67.15,B
Student_2365,student2365@example.com,Canada,4.17,61.14,74.46,69.55,D
Student_2366,student2366@example.com,Australia,9.8,92.53,95.42,52.59,A
Student_2367,student2367@example.com,Australia,4.3,44.22,87.57,52.34,C
Student_2368,student2368@example.com,India,6.79,90.33,50.62,55.63,B
Student_2369,student2369@example.com,India,4.4,96.1,57.13,72.27,A
Student_2370,student2370@example.com,Japan,3.47,72.24,64.62,61.43,C
Student_2371,student2371@example.com,Canada,3.04,79.19,64.14,50.85,B
Student_2372,student2372@example.com,Germany,8.85,60.1,79.14,77.67,D
Student_2373,student2373@example.com,Brazil,4.61,32.68,52.96,58.82,A
Student_2374,student2374@example.com,Japan,6.48,32.9,58.04,43.34,B
Student_2375,student2375@example.com,USA,6.22,51.06,80.06,71.55,A
Student_2376,student2376@example.com,Germany,6.1,53.65,84.98,68.49,B
Student_2377,student2377@example.com,Canada,3.12,94.89,71.06,59.63,A
Student_2378,student2378@example.com,Germany,8.82,77.72,69.02,51.63,A
Student_2379,student2379@example.com,USA,9.77,70.3,82.24,87.72,D
Student_2380,student2380@example.com,USA,5.08,56.65,83.84,53.18,B
Student_2381,student2381@example.com,Australia,1.51,85.07,62.25,85.17,D
Student_2382,student2382@example.com,Japan,5.17,39.56,58.24,95.69,C
Student_2383,student2383@example.com,Canada,4.63,55.13,80.67,72.33,C
Student_2384,student2384@example.com,Brazil,5.51,82.87,68.64,76.23,A
Student_2385,student2385@example.com,Canada,6.44,42.58,53.06,70.82,A
Student_2386,student2386@example.com,UK,9.95,85.11,62.94,56.52,A
Student_2387,student2387@example.com,Australia,7.22,35.05,60.32,80.36,B
Student_2388,student2388@example.com,Japan,4.98,42.27,51.32,86.74,B
Student_2389,student2389@example.com,Canada,1.29,96.77,64.27,71.32,B
Student_2390,student2390@example.com,Germany,3.45,56.42,54.39,95.37,B
Student_2391,student2391@example.com,Australia,7.54,89.75,91.21,84.46,A
Student_2392,student2392@example.com,India,7.43,79.43,60.48,49.49,C
Student_2393,student2393@example.com,Australia,3.59,80.07,81.31,55.32,A
Student_2394,student2394@example.com,India,2.69,95.05,99.21,86.26,D
Student_2395,student2395@example.com,Germany,6.9,87.39,95.71,80.72,C
Student_2396,student2396@example.com,USA,4.45,67.21,78.76,55.58,B
Student_2397,student2397@example.com,UK,4.66,40.72,51.59,44.86,D
Student_2398,student2398@example.com,Germany,9.19,30.74,99.75,41.52,B
Student_2399,student2399@example.com,Australia,9.48,51.1,63.44,76.63,A
Student_2400,student2400@example.com,Brazil,1.19,95.87,86.37,51.71,D
Student_2401,student2401@example.com,India,3.88,45.05,62.62,43.36,A
Student_2402,student2402@example.com,Brazil,4.35,72.13,73.69,72.41,C
Student_2403,student2403@example.com,Brazil,9.77,59.82,73.38,80.06,D
Student_2404,student2404@example.com,UK,3.35,86.14,61.73,92.36,D
Student_2405,student2405@example.com,Germany,1.46,36.56,71.18,61.75,A
Student_2406,student2406@example.com,Japan,2.62,73.43,69.57,73.15,D
Student_2407,student2407@example.com,Canada,2.93,34.1,97.18,80.82,C
Student_2408,student2408@example.com,India,5.37,76.42,93.22,76.5,B
Student_2409,student2409@example.com,India,7.9,83.03,54.66,86.27,C
Student_2410,student2410@example.com,Japan,5.51,87.8,72.25,84.03,A
Student_2411,student2411@example.com,India,3.39,92.42,87.53,71.9,A
Student_2412,student2412@example.com,Germany,2.51,42.5,61.27,49.79,D
Student_2413,student2413@example.com,India,7.71,77.06,66.34,79.1,D
Student_2414,student2414@example.com,Canada,6.01,48.3,81.7,52.75,A
Student_2415,student2415@example.com,Brazil,6.91,59.34,86.19,77.73,A
Student_2416,student2416@example.com,Canada,5.62,75.05,67.18,50.36,C
Student_2417,student2417@example.com,UK,4.09,37.04,51.28,90.09,C
Student_2418,student2418@example.com,Australia,4.59,64.12,83.93,46.25,D
Student_2419,student2419@example.com,Japan,3.63,76.58,81.2,47.16,C
Student_2420,student2420@example.com,UK,3.74,76.21,65.21,74.66,A
Student_2421,student2421@example.com,Germany,5.67,83.83,87.73,94.66,B
Student_2422,student2422@example.com,Germany,6.34,66.39,84.97,47.38,D
Student_2423,student2423@example.com,India,5.56,57.94,83.17,70.45,C
Student_2424,student2424@example.com,UK,3.04,75.23,58.78,77.66,A
Student_2425,student2425@example.com,Japan,5.13,52.19,61.41,67.6,D
Student_2426,student2426@example.com,UK,8.27,47.24,51.87,66.28,A
Student_2427,student2427@example.com,Australia,2.61,34.97,53.06,58.85,C
Student_2428,student2428@example.com,Germany,3.54,52.34,52.54,54.57,B
Student_2429,student2429@example.com,Brazil,1.57,39.7,59.89,59.54,D
Student_2430,student2430@example.com,Japan,7.12,47.11,57.48,64.94,B
Student_2431,student2431@example.com,Germany,6.38,64.77,69.93,78.6,D
Student_2432,student2432@example.com,Canada,7.37,74.46,81.1,49.94,A
Student_2433,student2433@example.com,Japan,2.98,39.69,98.31,72.53,D
Student_2434,student2434@example.com,USA,1.61,57.13,80.95,57.92,C
Student_2435,student2435@example.com,Germany,9.18,72.5,77.75,90.16,D
Student_2436,student2436@example.com,Brazil,2.36,89.49,83.57,48.12,C
Student_2437,student2437@example.com,USA,6.89,97.09,66.5,59.54,A
Student_2438,student2438@example.com,Australia,2.21,51.48,55.61,85.67,B
Student_2439,student2439@example.com,India,4.63,80.39,80.09,70.76,B
Student_2440,student2440@example.com,Canada,8.48,91.21,97.73,59.47,B
Student_2441,student2441@example.com,Germany,4.34,97.85,92.92,81.93,A
Student_2442,student2442@example.com,UK,4.27,60.32,92.59,96.9,D
Student_2443,student2443@example.com,Germany,7.92,85.79,67.67,47.52,D
Student_2444,student2444@example.com,UK,7.54,38.59,59.35,97.08,A
Student_2445,student2445@example.com,UK,5.95,65.89,57.6,54.52,B
Student_2446,student2446@example.com,Canada,8.55,53.72,72.0,40.08,C
Student_2447,student2447@example.com,Japan,9.17,46.43,65.67,99.88,C
Student_2448,student2448@example.com,USA,3.66,62.12,73.79,70.11,C
Student_2449,student2449@example.com,India,7.76,56.84,73.69,75.18,C
Student_2450,student2450@example.com,USA,3.2,42.66,77.3,50.55,C
Student_2451,student2451@example.com,India,1.59,54.66,94.93,70.96,A
Student_2452,student2452@example.com,Germany,4.8,67.97,60.13,80.88,C
Student_2453,student2453@example.com,UK,6.21,37.83,77.83,57.64,C
Student_2454,student2454@example.com,Brazil,3.8,73.63,60.89,71.92,A
Student_2455,student2455@example.com,Germany,6.32,43.15,99.82,77.64,B
Student_2456,student2456@example.com,Australia,1.96,41.47,89.8,87.47,C
Student_2457,student2457@example.com,India,7.27,78.46,50.17,67.0,D
Student_2458,student2458@example.com,Germany,4.75,40.12,87.04,50.02,B
Student_2459,student2459@example.com,Germany,5.39,38.76,90.25,40.5,A
Student_2460,student2460@example.com,USA,9.79,69.37,79.68,41.69,A
Student_2461,student2461@example.com,Germany,2.97,74.36,59.4,82.53,B
Student_2462,student2462@example.com,USA,6.57,86.56,91.97,98.18,C
Student_2463,student2463@example.com,UK,6.81,87.45,61.35,78.61,C
Student_2464,student2464@example.com,Japan,5.82,59.42,67.93,78.36,C
Student_2465,student2465@example.com,Brazil,8.85,73.46,56.85,83.23,C
Student_2466,student2466@example.com,Canada,6.5,76.73,74.84,59.41,A
Student_2467,student2467@example.com,UK,9.16,77.33,59.18,75.39,D
Student_2468,student2468@example.com,USA,2.33,54.97,59.99,93.67,C
Student_2469,student2469@example.com,USA,4.45,52.76,97.8,44.29,C
Student_2470,student2470@example.com,Germany,8.3,34.76,60.88,69.08,B
Student_2471,student2471@example.com,USA,6.78,71.72,60.06,77.08,C
Student_2472,student2472@example.com,Japan,2.87,70.3,92.15,97.39,A
Student_2473,student2473@example.com,Australia,1.23,55.05,63.53,85.38,C
Student_2474,student2474@example.com,Canada,7.42,96.19,92.35,76.92,C
Student_2475,student2475@example.com,Germany,3.09,71.31,75.39,58.53,B
Student_2476,student2476@example.com,Germany,5.59,78.32,65.61,78.85,C
Student_2477,student2477@example.com,Brazil,9.77,99.76,74.86,58.95,C
Student_2478,student2478@example.com,India,5.07,89.14,87.88,65.59,A
Student_2479,student2479@example.com,India,3.84,63.92,63.58,76.22,C
Student_2480,student2480@example.com,Japan,9.8,37.98,70.15,98.35,B
Student_2481,student2481@example.com,Japan,4.26,58.7,93.56,53.89,D
Student_2482,student2482@example.com,USA,9.32,71.08,59.74,63.33,A
Student_2483,student2483@example.com,Brazil,6.78,72.12,95.87,65.45,D
Student_2484,student2484@example.com,UK,5.76,30.24,80.34,93.24,B
Student_2485,student2485@example.com,Brazil,3.41,84.66,75.42,63.95,D
Student_2486,student2486@example.com,Brazil,6.68,42.24,56.6,90.47,D
Student_2487,student2487@example.com,Australia,1.6,74.52,99.61,61.63,C
Student_2488,student2488@example.com,UK,4.45,53.98,74.95,83.5,B
Student_2489,student2489@example.com,Germany,7.65,61.19,78.54,54.63,A
Student_2490,student2490@example.com,Australia,5.14,44.97,80.19,66.01,A
Student_2491,student2491@example.com,USA,7.59,42.64,83.79,89.06,C
Student_2492,student2492@example.com,USA,9.9,31.36,66.68,86.35,C
Student_2493,student2493@example.com,Australia,5.28,34.88,57.48,91.32,A
Student_2494,student2494@example.com,Canada,4.56,30.45,75.49,75.19,C
Student_2495,student2495@example.com,UK,3.31,83.27,94.49,48.32,B
Student_2496,student2496@example.com,Canada,1.72,81.4,76.48,89.14,A
Student_2497,student2497@example.com,Canada,2.87,33.97,99.63,45.61,B
Student_2498,student2498@example.com,India,8.97,50.27,95.81,87.19,C
Student_2499,student2499@example.com,Brazil,7.47,90.11,57.94,87.81,D
Student_2500,student2500@example.com,Germany,4.71,71.99,76.35,58.74,B
Student_2501,student2501@example.com,USA,2.68,81.82,84.13,56.05,D
Student_2502,student2502@example.com,Canada,8.85,82.66,58.25,57.21,C
Student_2503,student2503@example.com,Germany,7.84,82.58,95.16,50.29,A
Student_2504,student2504@example.com,UK,4.18,85.85,73.1,74.34,D
Student_2505,student2505@example.com,Brazil,5.96,89.1,71.9,46.07,C
Student_2506,student2506@example.com,Germany,7.07,47.21,79.98,83.8,A
Student_2507,student2507@example.com,UK,3.44,59.22,97.57,48.64,D
Student_2508,student2508@example.com,Japan,8.86,81.45,84.45,51.93,A
Student_2509,student2509@example.com,Japan,6.04,64.32,97.68,62.89,C
Student_2510,student2510@example.com,Japan,5.67,55.86,83.53,94.88,D
Student_2511,student2511@example.com,UK,8.07,53.58,75.07,96.14,B
Student_2512,student2512@example.com,UK,2.36,34.32,55.18,82.9,A
Student_2513,student2513@example.com,UK,1.33,74.72,91.34,97.01,D
Student_2514,student2514@example.com,Germany,6.63,86.01,50.81,62.13,C
Student_2515,student2515@example.com,USA,5.16,80.5,81.41,43.87,D
Student_2516,student2516@example.com,USA,4.84,87.38,57.03,77.13,A
Student_2517,student2517@example.com,UK,2.05,84.21,80.75,73.19,D
Student_2518,student2518@example.com,Brazil,7.45,42.04,83.86,99.52,C
Student_2519,student2519@example.com,USA,2.6,91.34,94.54,69.27,B
Student_2520,student2520@example.com,Japan,2.1,34.97,93.25,82.69,A
Student_2521,student2521@example.com,UK,5.17,72.02,86.43,91.47,A
Student_2522,student2522@example.com,India,5.25,85.94,59.26,52.95,B
Student_2523,student2523@example.com,UK,2.84,68.53,53.18,97.14,D
Student_2524,student2524@example.com,Australia,5.7,34.8,58.79,68.2,C
Student_2525,student2525@example.com,USA,7.34,81.66,92.24,46.41,C
Student_2526,student2526@example.com,USA,5.5,55.77,53.44,91.01,D
Student_2527,student2527@example.com,UK,2.15,91.84,92.01,79.46,A
Student_2528,student2528@example.com,Australia,8.9,55.55,87.63,62.89,D
Student_2529,student2529@example.com,Germany,7.01,68.77,68.6,42.25,A
Student_2530,student2530@example.com,UK,9.53,57.01,93.51,78.62,D
Student_2531,student2531@example.com,Germany,4.47,39.64,64.51,71.78,D
Student_2532,student2532@example.com,USA,4.06,87.22,75.14,59.27,B
Student_2533,student2533@example.com,Japan,8.97,87.26,50.33,56.09,B
Student_2534,student2534@example.com,UK,8.28,84.51,56.55,85.51,D
Student_2535,student2535@example.com,Japan,5.51,56.81,57.05,62.4,B
Student_2536,student2536@example.com,USA,2.88,58.65,65.44,68.88,A
Student_2537,student2537@example.com,USA,5.62,88.01,68.3,61.02,B
Student_2538,student2538@example.com,UK,3.74,75.42,70.2,70.48,B
Student_2539,student2539@example.com,Japan,5.37,31.46,65.72,90.4,C
Student_2540,student2540@example.com,Australia,5.63,37.58,92.54,82.78,C
Student_2541,student2541@example.com,Australia,6.71,88.12,73.02,89.49,A
Student_2542,student2542@example.com,Japan,9.38,75.52,81.97,61.49,C
Student_2543,student2543@example.com,UK,3.82,76.65,67.92,72.26,D
Student_2544,student2544@example.com,Brazil,2.63,72.66,72.71,50.68,C
Student_2545,student2545@example.com,Germany,4.05,73.81,77.87,57.63,D
Student_2546,student2546@example.com,Brazil,8.36,93.27,94.91,59.16,B
Student_2547,student2547@example.com,Germany,9.63,66.25,80.65,48.93,A
Student_2548,student2548@example.com,Brazil,5.55,94.27,65.96,41.19,C
Student_2549,student2549@example.com,Germany,8.72,41.7,82.6,82.85,D
Student_2550,student2550@example.com,Australia,2.52,49.98,66.04,47.76,D
Student_2551,student2551@example.com,Japan,2.76,71.26,62.46,86.47,B
Student_2552,student2552@example.com,Germany,5.92,44.68,67.92,73.31,B
Student_2553,student2553@example.com,Brazil,1.26,98.14,62.53,57.37,C
Student_2554,student2554@example.com,UK,2.08,75.76,78.17,69.04,B
Student_2555,student2555@example.com,Canada,5.98,74.78,92.42,72.49,A
Student_2556,student2556@example.com,Brazil,2.98,84.02,92.37,50.84,C
Student_2557,student2557@example.com,Australia,4.02,77.26,63.79,70.07,C
Student_2558,student2558@example.com,Canada,3.82,59.4,77.03,74.42,A
Student_2559,student2559@example.com,Brazil,1.85,31.15,62.25,45.55,D
Student_2560,student2560@example.com,India,4.58,43.24,73.85,43.39,D
Student_2561,student2561@example.com,Canada,2.28,39.61,93.06,79.97,D
Student_2562,student2562@example.com,Canada,7.03,42.71,66.54,42.21,C
Student_2563,student2563@example.com,Canada,3.05,33.8,73.89,79.03,D
Student_2564,student2564@example.com,India,1.13,54.11,82.15,48.14,C
Student_2565,student2565@example.com,UK,6.45,46.28,80.23,46.4,D
Student_2566,student2566@example.com,Brazil,5.13,81.58,77.64,93.2,A
Student_2567,student2567@example.com,Brazil,1.35,63.98,51.26,80.45,C
Student_2568,student2568@example.com,USA,7.46,79.59,68.09,94.63,D
Student_2569,student2569@example.com,Australia,9.59,37.51,93.8,66.83,B
Student_2570,student2570@example.com,India,2.42,71.43,61.41,67.96,B
Student_2571,student2571@example.com,Brazil,8.12,34.85,87.77,79.66,D
Student_2572,student2572@example.com,Australia,6.29,66.19,91.35,42.88,D
Student_2573,student2573@example.com,Germany,3.85,80.64,62.02,78.62,C
Student_2574,student2574@example.com,Japan,9.51,88.39,81.4,82.0,A
Student_2575,student2575@example.com,Brazil,7.88,80.76,94.12,45.35,D
Student_2576,student2576@example.com,Germany,3.94,95.74,79.37,49.74,A
Student_2577,student2577@example.com,UK,9.31,85.86,56.85,92.37,A
Student_2578,student2578@example.com,Australia,1.24,95.77,56.53,48.97,B
Student_2579,student2579@example.com,Germany,4.48,61.02,78.86,91.75,C
Student_2580,student2580@example.com,Australia,8.13,86.14,62.14,88.57,B
Student_2581,student2581@example.com,Canada,9.92,75.64,64.6,75.19,D
Student_2582,student2582@example.com,Germany,7.71,52.58,52.99,72.69,A
Student_2583,student2583@example.com,Brazil,7.39,71.53,96.41,81.54,C
Student_2584,student2584@example.com,Japan,7.25,45.66,61.67,65.27,C
Student_2585,student2585@example.com,USA,8.38,57.73,62.67,98.5,D
Student_2586,student2586@example.com,Australia,8.72,50.28,50.23,42.13,C
Student_2587,student2587@example.com,Canada,9.43,96.65,96.83,50.28,C
Student_2588,student2588@example.com,India,5.72,74.68,60.05,87.05,D
Student_2589,student2589@example.com,Germany,8.43,56.64,84.18,67.93,D
Student_2590,student2590@example.com,Germany,4.13,49.0,52.97,74.62,A
Student_2591,student2591@example.com,UK,3.65,49.3,53.39,98.04,B
Student_2592,student2592@example.com,UK,1.71,69.34,94.22,97.82,C
Student_2593,student2593@example.com,UK,5.39,48.61,99.13,51.06,B
Student_2594,student2594@example.com,USA,2.65,92.02,81.65,97.15,B
Student_2595,student2595@example.com,Brazil,6.86,93.97,94.54,97.64,B
Student_2596,student2596@example.com,Canada,7.87,69.66,65.28,88.67,D
Student_2597,student2597@example.com,USA,2.86,46.4,77.16,73.62,B
Student_2598,student2598@example.com,Germany,1.58,51.61,99.39,73.21,A
Student_2599,student2599@example.com,UK,2.65,88.21,95.51,54.55,C
Student_2600,student2600@example.com,Japan,9.86,89.26,82.33,93.37,D
Student_2601,student2601@example.com,USA,2.96,57.28,97.98,60.18,D
Student_2602,student2602@example.com,Germany,9.57,92.75,52.51,63.76,A
Student_2603,student2603@example.com,India,4.14,42.63,88.94,96.43,D
Student_2604,student2604@example.com,Canada,4.92,62.45,90.05,74.32,A
Student_2605,student2605@example.com,Brazil,3.51,95.06,66.51,76.53,B
Student_2606,student2606@example.com,Brazil,4.94,54.49,85.88,45.04,A
Student_2607,student2607@example.com,India,8.73,71.74,51.15,99.98,D
Student_2608,student2608@example.com,Brazil,7.7,51.99,89.76,42.25,D
Student_2609,student2609@example.com,Japan,6.56,68.97,92.01,43.68,B
Student_2610,student2610@example.com,Brazil,1.4,46.53,70.11,82.94,A
Student_2611,student2611@example.com,Australia,2.02,80.65,86.09,50.46,C
Student_2612,student2612@example.com,Canada,9.3,85.99,79.01,67.68,D
Student_2613,student2613@example.com,Japan,9.55,53.26,63.86,53.98,A
Student_2614,student2614@example.com,Japan,3.86,32.92,99.49,93.59,A
Student_2615,student2615@example.com,UK,5.38,68.62,56.75,81.76,B
Student_2616,student2616@example.com,Australia,1.07,58.68,52.1,82.76,C
Student_2617,student2617@example.com,UK,6.23,67.57,97.91,48.07,D
Student_2618,student2618@example.com,Brazil,6.34,55.77,98.89,68.88,D
Student_2619,student2619@example.com,Germany,9.84,71.21,90.48,47.03,A
Student_2620,student2620@example.com,Japan,3.79,87.21,59.27,46.95,D
Student_2621,student2621@example.com,Australia,3.14,74.4,72.46,54.11,D
Student_2622,student2622@example.com,Canada,1.68,54.05,84.36,65.52,B
Student_2623,student2623@example.com,Australia,1.69,79.31,52.15,85.61,D
Student_2624,student2624@example.com,UK,8.5,63.53,81.96,76.33,A
Student_2625,student2625@example.com,India,1.91,43.23,68.38,62.84,D
Student_2626,student2626@example.com,UK,4.34,56.34,68.34,60.3,C
Student_2627,student2627@example.com,USA,8.84,65.35,73.24,68.81,D
Student_2628,student2628@example.com,USA,1.29,50.34,54.4,58.46,A
Student_2629,student2629@example.com,Japan,8.36,38.94,53.48,45.63,C
Student_2630,student2630@example.com,USA,1.7,98.54,51.04,57.75,B
Student_2631,student2631@example.com,USA,7.1,79.15,58.38,53.27,C
Student_2632,student2632@example.com,India,9.18,99.18,63.86,46.62,C
Student_2633,student2633@example.com,UK,7.68,56.4,55.72,66.09,A
Student_2634,student2634@example.com,UK,8.97,81.99,58.28,81.7,D
Student_2635,student2635@example.com,India,9.64,94.71,58.51,60.43,C
Student_2636,student2636@example.com,Japan,5.38,89.01,85.01,93.3,A
Student_2637,student2637@example.com,USA,3.64,56.12,59.38,58.43,A
Student_2638,student2638@example.com,Japan,5.37,83.29,54.38,56.3,C
Student_2639,student2639@example.com,Japan,1.16,93.5,88.49,60.44,D
Student_2640,student2640@example.com,Canada,5.93,73.53,82.55,57.0,C
Student_2641,student2641@example.com,Canada,9.61,67.53,69.77,97.87,C
Student_2642,student2642@example.com,Australia,6.54,60.65,71.54,74.01,D
Student_2643,student2643@example.com,USA,8.62,81.86,88.62,78.59,C
Student_2644,student2644@example.com,UK,2.98,95.29,70.35,85.53,C
Student_2645,student2645@example.com,Canada,6.12,67.7,55.93,54.09,D
Student_2646,student2646@example.com,Brazil,8.52,56.07,58.76,70.5,C
Student_2647,student2647@example.com,Japan,1.74,97.67,55.84,61.96,A
Student_2648,student2648@example.com,USA,3.04,80.2,72.81,94.95,C
Student_2649,student2649@example.com,Australia,9.55,36.64,87.65,97.61,C
Student_2650,student2650@example.com,UK,1.51,97.03,72.53,87.72,B
Student_2651,student2651@example.com,USA,9.9,81.07,75.5,65.44,A
Student_2652,student2652@example.com,Japan,3.49,72.07,80.25,46.91,C
Student_2653,student2653@example.com,Germany,9.79,37.04,51.94,81.27,D
Student_2654,student2654@example.com,Canada,6.19,50.45,72.03,44.57,C
Student_2655,student2655@example.com,Canada,5.16,90.32,61.35,61.98,A
Student_2656,student2656@example.com,USA,9.35,43.85,85.8,75.42,D
Student_2657,student2657@example.com,Germany,6.55,37.17,94.77,97.16,D
Student_2658,student2658@example.com,Australia,3.09,50.9,80.44,64.38,C
Student_2659,student2659@example.com,Germany,5.38,85.02,75.93,57.6,B
Student_2660,student2660@example.com,Australia,8.18,77.54,73.52,52.69,A
Student_2661,student2661@example.com,Canada,7.35,55.1,92.98,94.97,C
Student_2662,student2662@example.com,USA,7.75,84.81,75.85,86.43,D
Student_2663,student2663@example.com,Brazil,2.08,94.22,51.12,84.57,A
Student_2664,student2664@example.com,UK,2.37,99.13,71.32,62.23,B
Student_2665,student2665@example.com,Germany,4.91,64.62,91.34,46.52,D
Student_2666,student2666@example.com,India,2.52,92.57,63.98,78.49,D
Student_2667,student2667@example.com,India,8.15,38.3,67.3,98.64,A
Student_2668,student2668@example.com,Germany,9.22,78.78,56.84,44.36,A
Student_2669,student2669@example.com,Canada,2.5,37.47,88.3,72.33,B
Student_2670,student2670@example.com,UK,5.08,73.52,78.13,75.34,B
Student_2671,student2671@example.com,Brazil,7.72,74.56,75.4,46.25,B
Student_2672,student2672@example.com,UK,5.6,89.61,53.82,69.08,B
Student_2673,student2673@example.com,USA,5.27,64.6,80.44,86.82,C
Student_2674,student2674@example.com,Brazil,3.61,52.42,64.17,64.04,C
Student_2675,student2675@example.com,UK,8.67,98.55,63.3,76.12,C
Student_2676,student2676@example.com,Japan,4.66,36.64,67.12,71.56,B
Student_2677,student2677@example.com,Canada,1.36,55.59,65.24,77.68,D
Student_2678,student2678@example.com,Australia,9.11,86.06,73.2,57.45,C
Student_2679,student2679@example.com,Japan,6.41,99.2,77.17,43.9,D
Student_2680,student2680@example.com,Japan,7.79,85.72,97.61,59.5,B
Student_2681,student2681@example.com,India,3.07,36.25,69.21,88.18,B
Student_2682,student2682@example.com,Japan,3.4,66.82,59.71,75.78,C
Student_2683,student2683@example.com,Germany,2.47,40.59,87.99,77.61,D
Student_2684,student2684@example.com,Brazil,7.45,58.96,86.7,75.59,A
Student_2685,student2685@example.com,Germany,7.6,63.18,60.4,49.16,A
Student_2686,student2686@example.com,Brazil,8.69,61.71,67.63,93.27,C
Student_2687,student2687@example.com,Brazil,2.45,78.35,68.99,43.25,D
Student_2688,student2688@example.com,Brazil,8.39,61.51,52.66,80.18,A
Student_2689,student2689@example.com,Australia,6.14,34.78,74.12,51.55,A
Student_2690,student2690@example.com,Japan,6.88,45.33,87.94,74.08,B
Student_2691,student2691@example.com,Australia,2.52,74.61,67.75,86.64,C
Student_2692,student2692@example.com,Japan,8.77,60.26,83.67,56.42,A
Student_2693,student2693@example.com,UK,7.95,61.02,76.48,73.55,D
Student_2694,student2694@example.com,Canada,7.89,43.89,90.9,53.32,A
Student_2695,student2695@example.com,Japan,1.31,91.0,64.0,71.62,A
Student_2696,student2696@example.com,Brazil,4.31,94.5,65.86,61.6,C
Student_2697,student2697@example.com,Canada,8.26,86.07,90.85,91.9,B
Student_2698,student2698@example.com,Australia,7.74,36.66,52.54,93.86,D
Student_2699,student2699@example.com,India,4.91,93.71,93.19,58.87,B
Student_2700,student2700@example.com,Brazil,9.09,83.85,60.44,81.69,A
Student_2701,student2701@example.com,UK,9.65,90.58,73.51,96.25,C
Student_2702,student2702@example.com,Canada,7.45,82.18,88.78,94.16,D
Student_2703,student2703@example.com,Canada,5.31,94.34,50.57,46.37,C
Student_2704,student2704@example.com,Brazil,9.2,55.83,89.62,93.23,A
Student_2705,student2705@example.com,Brazil,7.22,35.45,69.33,52.0,D
Student_2706,student2706@example.com,Germany,8.89,43.73,55.32,89.84,C
Student_2707,student2707@example.com,Canada,9.03,96.82,70.98,40.98,C
